style,category,values
rooted,solo_hunt,feels fresh cuts in roots from rooms away|moves through living walls instead of corridors|returns to feeding hollows at predictable wrong moments|hunts by scent and the tremor of footsteps|tests burrow mouths before committing its weight|uses the green dark to split groups without sound|waits for coughing to locate the weak|charges only when escape lines have narrowed|drifts back to old shrine rooms after each kill|knows the dry ground better than any map|pushes prey toward pits that were already there|lets smaller creatures flush intruders toward it
frost,atmosphere,dead cold biting through gloves|hoarfrost on worked stone|old cedar smoke trapped in ice|thin air and ringing quiet|funerary spices under freezing dust|snowmelt dripping into dark crypt cracks|frost forming on breath and lashes|old wool and cold bronze|the hush before a storm behind stone|ice creaking in the walls|grave salt under the smell of snow|wind finding every broken seam|rime thick on iron fittings|frozen air in rooms meant for mourning|cedar ash ground into icy floors|the clean cruel smell of deep winter
frost,content,frozen bier frames and cracked shields|ice-rimmed sarcophagi|burial cloth and snapped spear shafts|frosted murals and old braziers|drifts packed against sealed doors|grave shelves thick with rime|ice lanterns dead and clouded white|fur wraps left in a hurry|tribute bowls frozen to the floor|burial cedar scattered by robbers|white-painted death masks|great doors banded with iron gone blue-cold|wine jars burst by frost|sled runners stored for the dead road|chalk marks on stone that never thaw|winter offerings set neatly beside a corpse
frost,content,a warm patch in the rime where someone recently handled the ironwork|ice chipped from one set of footholds while the safer route was left untouched|cedar ash brushed aside to reveal old route marks cut low in the stone|grave goods stacked near a sealed door as if someone meant to come back with a sled|handprints frozen into a wall where the desperate learned too late it was the wrong way|carefully wrapped loot cached near a brazier that was never meant for comfort|a burial mask hung over a side niche that exhales colder air than the room|rime scraped from a latch someone wanted working again before the next thaw
frost,puzzle_tag,mirror_vault|frost_dial|lantern_of_rime|funerary_lock|grave_oath_sequence|thaw_ward_slots|ice_refraction_path|burial_mask_order|cedar_brazier_timing|antler_key_alignment|rime_bell_pattern|mourners_procession|snowblind_statues|cold_breath_valves|white_court_steps|kingsilver_tablets
frost,trap_name,Rime Drop|The Cold Bell|White Breath|King's Slide|Winter Gate|The Frost Teeth|Barrow Shear|The White Pit|Gravewind Hall|The Ice Hinge|Sepulchre Fall|The Last Warm Room
frost,trap_desc,A glazed floor pitches the unwary into a frozen spear trench.|Ringing the wrong chain unleashes a slab of murderous ice.|A sealed chamber flash-freezes lungs and fingers within moments.|The burial ramp becomes a lethal chute if weight falls wrong.|A warm-looking chamber seals tight and bleeds the heat from whoever trusted it.|An ice hinge turns the floor into a breakable trapdoor above old spears.|The deadfall is not the fall but the cold that follows it immediately.|A wall of packed snow and iron drops faster than anyone climbs.|The crypt rewards the cold-blooded and punishes the merely brave.|One thawed latch wakes the killing draft hidden in the ceiling cuts.|The room was built to keep winter in and intruders under it.|The warnings are visible in the frost if anyone reads them before breathing hard.
frost,solo_hunt,waits where warm breath shows in the dark|circles until the footing fails somebody|hunts torchbearers before anyone else|returns to the same cold hall after feeding|listens for labored breathing through the stone|uses burial doors to cut off retreat|comes fastest when someone tries to rest|knows which chambers steal heat the quickest|lets frost make the first kill and claims the second|moves with the draft rather than against it|tracks blood thawing on stone|forces prey toward the rooms that still remember winter
*,boss_title,Patriarch|Matron|Steward|Canon|Marshal|Queen|Princeps|Hierophant|Gaoler|Rector|Harrower|Curator|Seer|Butcher|Prior|Anchorite|Warder|Speaker
*,boss_noun,Night|Frost|Dust|Ember|Rot|Mire|Glass|Wire|Grief|Maw|Thorn|Smoke|Flood|Hollow|Candle|Ruin|Worm|Iron
*,boss_place,Silent Choir|Dead Lift|Old Reliquary|Flooded Court|Black Stair|Buried Chapel|Frozen Hall|Lower Works|Ash House|Stone Organ|Root Vault|Eel Gallery|White Gate|Broken Mint|Confession Road|Grave Market
*,boss_trait,stolen prayers|wet hunger|mechanical wrath|root-deep patience|winter cruelty|ledger-perfect malice|ritual ambition|grinding grief|buried splendor|old command habits|shrine-born authority|predator calm
*,faction_suffix,Accord|Book|Cell|Children|Claim|Clutch|Court|Crowns|Faith|Fellows|Gathering|Hands|Kindred|Masks|Mothers|Porters|Roadmen|Shovelers|Singers|Tenders|Threshers|Votaries|Ward|Waymen
*,npc_trait,bent-backed|crook-toothed|cold-soaked|smoke-stung|mud-toed|grit-faced|temple-bred|ore-dusted|salt-streaked|root-scratched|bone-thin|cave-pale|lantern-burned|altar-bruised|frost-rimed|river-shy|scar-knuckled|shovel-leaning|red-lipped|sleep-starved
*,npc_role,bell-ringer|salvager|sacristan|rope hand|muleteer|body bearer|ditch digger|ledger-keeper|boat runner|pit boy|ward keeper|novice porter|grave singer|night watchman|ore hauler|chain runner
*,npc_condition,hiding under a bier|counting rations by touch|with a split lip and a sealed box|muttering a route under their breath|waiting beside a lantern with no oil left|keeping score on the wall with a nail|with blood on one sleeve and none of it theirs|pretending not to know the nearest exit|holding the one key they swear is worthless|guarding a door they are afraid to open|trying to barter with stale bread and nerve|certain something followed them but not sure what
*,title_artifact_heist,Steal It Before Dawn|The Lucky Theft|The Last Clean Lift|The Prize in the Dark|Understone Robbery|The Lantern Job|The Stolen Thing Below|One Good Theft in Bad Ground|The Break Below|Payday in the Dark|Lift from the Dead|The Hidden Take Beneath
*,title_artifact_recover,Bring Back the Lost Thing|The Claim Below|Taken and Buried|The Return Below|The Debt Beneath Stone|The Found Relic|The Last Recovery|What Was Hidden Stays Hidden|Get It Out Alive|The Thing the Dark Kept|The Recovered Prize|Bring Back What Matters
*,title_rescue,Get Out with Them|The Last Living Burden|Carry Them Up|Return with the Living|The One Left Below|Somebody Still Breathes|The Rescue Under Stone|No Corpse This Time|The Hard Road Back Together|Up from the Dark with One More|Do Not Leave Them There|The Living Debt
*,title_survey,The Road Through Black Stone|Find the Way In|The Route Through Bad Ground|A Map for the Next Fools|Mark the Safe Passages|The Delver's Survey|The Underway Chart|The Passage Worth Keeping|Wayfinding Below|The Cart Road in the Dark|Survey of the Hidden Road|Draw the Map and Live
*,title_broker,Silver for Silence|The Terms Below|The Bargain Under Stone|What Safe Passage Costs|Broker in the Underways|The Deal in Blood and Lamp Smoke|Terms at Knife Point|The Price of a Guide|Understone Negotiations|The Agreement Nobody Keeps|The Broker's Descent|The Truce Beneath
*,title_recruit,A Hand in the Dark|The Company You Keep Below|The Ally Worth the Risk|One Guide More|Whose Side Are You On|Buy a Friend Below|Hire the Underway|The Guide's Price|The Knife at Your Side|The Friend in the Depths|Choose Your Companion|The Ally in Bad Ground
*,title_faction_play,The Camp Below the Camp|Lanterns Between Enemies|The Wrong Side of the Feud|The War Under Stone|Blood Terms in the Dark|Rivals Beneath the Door|Three Camps Too Many|The Knife Between Flags|Play the Feud Right|The Underway Quarrel|Enemies by Lantern Light|The Claim War Below
*,title_faction_recruit,Back One Camp|Choose a Banner in the Dark|The Side Worth Backing|The Pact with Bad People|The Camp That Lets You Live|A Temporary Friend|Join the Wrong Crowd|The Banner Below|The Side Door Ally|Who Will Open for You|Recruitment in the Dark|Buy an Army of One
*,title_npc_contact,The Keeper of One Secret|Find the Last Witness|The Survivor in the Wall|One Voice Left Below|What the Hermit Knows|The Mouth That Stayed Shut|The Last Guide Alive|Question the Dark's Survivor|The Hidden Informant|One Honest Tongue|The Secret Kept Below|The One Who Saw Too Much
*,title_puzzle_route,The Problem of the Inner Door|The Device in the Depths|Turn the Hidden Lock|The Last Mechanism|The Road Behind the Wall|Solve the Dark Passage|The Engine of the Door|The Route Hidden in Plain Sight|The Shape of the Lock|The Door Built for Thinkers|Find the Working Mechanism|The Locked Geometry Below
*,title_trap_cross,The Long Step Over Death|The Room That Wins|The Deadfall Road|One Wrong Footfall|Through the Teeth Alive|Beat the Murder Room|The Last Safe Crossing|The Corridor of No Mercy|The Cost of Bad Ground|The Trap Floor Below|Crossing the Kill Passage|One Chamber from Death
*,title_hunt_solo,The Teeth Behind You|The Dark That Follows|Find the Stalker|The Beast on the Road|The Hunter's Territory|The Predator in the Halls|The Thing that Tracks Torchlight|Trail of the Underway Beast|Find What Stalks the Dark|The Quarry is You|The Hunter's Map|Follow the Tracks Down
*,title_bait_solo,Call It Out|Set the Trap Below|The Lure in the Dark|Draw the Beast In|The Hunter's Snare|When the Predator Turns|Torchbait in the Underways|One Trap for One Beast|Call the Thing to You|The Baited Passage|Trap the Stalker|Turn the Hunt Around
*,title_stop_rite,End the Work Below|The Last Chant|The Shrine Before Midnight|Break the Rite|What the Priests Want|Kill the Ceremony|Before the Bell Sounds|End the Prayer in Blood|The Final Offering Room|The Rite Must Fail|Silence the Lower Chapel|The Last Service
*,title_end_boss,The Master in the Last Room|The Dark Throne Below|Break the Inner Court|The One at the Bottom|The Last Ruler Under Stone|The Hall of the Master Below|End the Thing in Charge|The Final Seat|The Lower Throne|The Boss of the Underways|The Crown Beneath the World|The Last Lord of Bad Ground
